listing_id,url,source,date_posted,date_scraped,title_raw,brand,model,trim,year,mileage_km,fuel_type,transmission,fiscal_power_cv,customs_status,condition,owners_count,doors_count,seller_type,city,region,price_mad,photos_count,description_raw
477485,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/477485/ferrari-autre.html,moteur,2026-09-07,2026-09-08 06:54:40,Ferrari SF 90 spider  import neuf,Ferrari,Autre,,2026.0,0.0,Essence,Automatique,,,,,,Particulier,Oujda,,,1.0,"Ferrari Sf90 spider
import neuf 

encore sous garantie constructeur

financement possible

Immatricu..."
642138,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/642138/lamborghini-autre.html,moteur,2026-09-07,2026-09-08 06:54:40,LAMBORGHINI URUS SE — 800 CH 🇮🇹,Lamborghini,Autre,,2026.0,0.0,Hybride,Automatique,,,,,,Particulier,Oujda,,,1.0,"LAMBORGHINI URUS SE — 800 CH 🇮🇹

Disponible chez C’ZAM AUTO

⚡ V8 4.0 Biturbo Plug-in Hybrid
🔥 800..."
472830,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/472830/audi-q8.html,moteur,2026-09-07,2026-09-08 06:54:40,Q8 import neuf exclusive,Audi,Q8,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,1570000.0,1.0,"Je propose à la vente une Audi Q8 importée neuve, en état neuf.
- Jantes aluminium
- Airbags
- Clima..."
493165,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/493165/volkswagen-touareg.html,moteur,2026-09-07,2026-09-08 06:54:40,Volkswagen Touareg R-Line V6 TDI Import Allemagne,Volkswagen,Touareg,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"Volkswagen Touareg R-Line 3.0 V6 TDI 286 ch 4MOTION Tiptronic

🇩🇪 Configuration allemande – Neuf 0 k..."
498301,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/498301/volkswagen-touareg.html,moteur,2026-09-07,2026-09-08 06:54:40,Touareg R-Line 3.0 V6 TDI import neuf,Volkswagen,Touareg,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"Volkswagen Touareg R-Line 3.0 V6 TDI 286 ch 4MOTION Tiptronic

🇩🇪 Configuration allemande – Neuf 0 k..."
492072,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/492072/mercedes-benz-classe-gla.html,moteur,2026-09-07,2026-09-08 06:54:40,Mercedes GLA 220d 4MATIC AMG Premium Plus 2026,Mercedes,Benz classe gla,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,790000.0,1.0,"MERCEDES GLA 220 d 4MATIC AMG LINE PREMIUM PLUS – NEUF 0 KM

Disponible immédiatement chez C’Zam Aut..."
652562,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/652562/mercedes-benz-classe-c.html,moteur,2026-09-07,2026-09-08 06:54:40,Mercedes-Benz Classe C220 cabriolet 2019 restylé,Mercedes,Benz classe c,,2019.0,298000.0,Diesel,Automatique,,,,,,Particulier,Rabat,,410000.0,1.0,"Mercedes-Benz C220 Cabriolet AMG Line Plus — Full Options restylé

À vendre Mercedes C220 Cabriolet..."
476481,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/476481/mercedes-benz-classe-gla.html,moteur,2026-09-07,2026-09-08 06:54:40,Gla 220d 4Matic 2026,Mercedes,Benz classe gla,,2026.0,30.0,Diesel,Automatique,,,,,,Particulier,Oujda,,795000.0,1.0,"Gla220d  4 Matic 
gris Matt
20"
649518,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/649518/alfa-romeo-stelvio.html,moteur,2026-09-07,2026-09-08 06:54:40,Alfa Romeo Stelvio Q4 – Modèle 2018,Alfa,Romeo stelvio,,2018.0,160000.0,Diesel,Automatique,,,,,,Particulier,Casablanca,,,1.0,"Je vends une Alfa Romeo Stelvio Q4 de 2018 en bon état.
- Marque : Alfa Romeo
- Modèle : Stelvio
- A..."
642139,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/642139/lamborghini-autre.html,moteur,2026-09-07,2026-09-08 06:54:40,LAMBORGHINI URUS SE — 800 CH 🇮🇹,Lamborghini,Autre,,2026.0,0.0,Hybride,Automatique,,,,,,Particulier,Oujda,,,1.0,"LAMBORGHINI URUS SE — 800 CH 🇮🇹

Disponible chez C’ZAM AUTO

⚡ V8 4.0 Biturbo Plug-in Hybrid
🔥 800..."
489060,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/489060/audi-q8.html,moteur,2026-09-07,2026-09-08 06:54:40,Audi Q8 50 TDI EXCLUSIVE,Audi,Q8,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,1570000.0,1.0,"À vendre Audi Q8 50 TDI EXCLUSIVE, modèle 2026, en état neuf.
- Marque Audi
- Modèle Q8
- Année-Modè..."
646038,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/646038/audi-a4.html,moteur,2026-09-07,2026-09-08 06:54:40,Audi A4 Avant,Audi,A4,,2022.0,86000.0,Diesel,Automatique,,,,,,Particulier,Rabat,,325000.0,1.0,"Audi A4 avant 35tdi 
Modele 2022 dedouana 2025
Tous les entretiens ont été effectués par Audi.
N&#039;hés..."
651631,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/651631/skoda-octavia.html,moteur,2026-09-07,2026-09-08 06:54:40,octavia automatique 2020,Skoda,Octavia,,2020.0,135000.0,Diesel,Automatique,,,,,,Particulier,El,,,1.0,"skoda octavia 2020 
automatique"
645952,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/645952/ford-focus.html,moteur,2026-09-07,2026-09-08 06:54:40,سلا الجديدة,Ford,Focus,,2021.0,1.0,Diesel,Automatique,,,,,,Particulier,Sale,,190000.0,1.0,سياره ممتازة للبيع بدون وسيط
657645,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657645/toyota-auris.html,moteur,2026-09-07,2026-09-08 06:54:40,Toyota auris,Toyota,Auris,,2008.0,123000.0,Essence,Manuelle,,,,,,Particulier,Tan-Tan,,78000.0,1.0,climat 2 main
657646,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657646/peugeot-406.html,moteur,2026-09-07,2026-09-08 06:54:40,Peugeot 406 Essence,Peugeot,406,,1997.0,260000.0,Essence,Manuelle,,,,,,Particulier,Casablanca,,37000.0,1.0,Peugeot 406 essence 9chv vignette 650dh modèle 1997 voiture en très bon état jamais accidenté dispon...
631720,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/631720/bmw-x3.html,moteur,2026-09-07,2026-09-08 06:54:40,BMW X3 Diesel Automatique 2015 à Marrakech,Bmw,X3,,2015.0,108600.0,Diesel,Automatique,,,,,,Particulier,Marrakech,,227000.0,1.0,"BMW X3 sDrive 18d Advantage BVA – 2015
Excellent état, seulement **** km. Diesel, boîte automatique,..."
657647,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657647/citroen-c8.html,moteur,2026-09-07,2026-09-08 06:54:40,Citroen C8 7 place,Citroen,C8,,2009.0,180000.0,Diesel,Automatique,,,,,,Particulier,Tanger,,85000.0,1.0,tomobil 3ailia pour la famille diwana 2013 exclusive full option
657649,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657649/mercedes-benz-classe-c.html,moteur,2026-09-07,2026-09-08 06:54:40,mersdec C350 AMG,Mercedes,Benz classe c,,2011.0,400.0,Diesel,Automatique,,,,,,Particulier,Nador,,1250000.0,1.0,mersdec C350 AMG modèle 2011 amporte nef stah panoramique jwant pk 63 amg 18 laclim digital bczinon...
637718,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/637718/volkswagen-golf-8.html,moteur,2026-09-07,2026-09-08 06:54:40,golf 8 gtd,Volkswagen,Golf 8,,2024.0,105000.0,Diesel,Automatique,,,,,,Particulier,Casablanca,,,1.0,douane 2026
657643,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657643/mercedes-benz-classe-ml.html,moteur,2026-09-07,2026-09-08 06:54:40,mersdec ML 280 AMG,Mercedes,Benz classe ml,,2008.0,220.0,Diesel,Automatique,,,,,,Particulier,Nador,,120000.0,1.0,mersdec ML 280 AMG modèle 2008 dewana 2012 sbagha d&#039;origine stah panoramique jwant pous 19 b xezino...
657644,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657644/audi-a6.html,moteur,2026-09-07,2026-09-08 06:54:40,Audi A6 V6 tdi 3l,Audi,A6,,2011.0,265000.0,Diesel,Automatique,,,,,,Particulier,Bouskoura,,119000.0,1.0,"je mets en vente mon audi A6 V6 TDI quattro code moteur CDUC, bva vidangée, disques et plateaux des..."
657650,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657650/mercedes-benz-classe-e.html,moteur,2026-09-07,2026-09-08 06:54:40,classe E 200 essence automatique,Mercedes,Benz classe e,,2009.0,170000.0,Essence,Automatique,,,,,,Particulier,Autre,,35000.0,1.0,Particulier 1ere main sur commande avc son carnet d&#039;entretien suivi à la maison kilométrage réel cer...
